STATE,CLASSIFICATION BASED ON SECTOR,YEAR,total_value_actuals,v_2013,v_2022,n_years,cagr,v_2023_calc
Jammu & Kashmir,TERTIARY SECTOR,2024,1.06069E+12,3.77986E+11,8.34992E+11,9,0.092056651,9.75E+11
Jharkhand,PRIMARY SECTOR,2013,4.047E+11,4.047E+11,7.39318E+11,9,0.069245792,8.21E+11
Jharkhand,PRIMARY SECTOR,2014,4.25585E+11,4.047E+11,7.39318E+11,9,0.069245792,8.21E+11
Jharkhand,PRIMARY SECTOR,2015,5.56794E+11,4.047E+11,7.39318E+11,9,0.069245792,8.21E+11
Jharkhand,PRIMARY SECTOR,2016,4.61927E+11,4.047E+11,7.39318E+11,9,0.069245792,8.21E+11
Jharkhand,PRIMARY SECTOR,2017,5.24895E+11,4.047E+11,7.39318E+11,9,0.069245792,8.21E+11
Jharkhand,PRIMARY SECTOR,2018,5.94587E+11,4.047E+11,7.39318E+11,9,0.069245792,8.21E+11
Jharkhand,PRIMARY SECTOR,2019,6.26014E+11,4.047E+11,7.39318E+11,9,0.069245792,8.21E+11
Jharkhand,PRIMARY SECTOR,2020,6.15757E+11,4.047E+11,7.39318E+11,9,0.069245792,8.21E+11
Jharkhand,PRIMARY SECTOR,2021,6.25808E+11,4.047E+11,7.39318E+11,9,0.069245792,8.21E+11
Jharkhand,PRIMARY SECTOR,2022,7.39318E+11,4.047E+11,7.39318E+11,9,0.069245792,8.21E+11
Jharkhand,PRIMARY SECTOR,2023,8.2094E+11,4.047E+11,7.39318E+11,9,0.069245792,8.21E+11
Jharkhand,PRIMARY SECTOR,2024,8.77787E+11,4.047E+11,7.39318E+11,9,0.069245792,8.21E+11
Jharkhand,SECONDARY SECTOR,2013,5.13922E+11,5.13922E+11,9.87242E+11,9,0.075233938,1.08E+12
Jharkhand,SECONDARY SECTOR,2014,5.20856E+11,5.13922E+11,9.87242E+11,9,0.075233938,1.08E+12
Jharkhand,SECONDARY SECTOR,2015,5.70957E+11,5.13922E+11,9.87242E+11,9,0.075233938,1.08E+12
Jharkhand,SECONDARY SECTOR,2016,4.66188E+11,5.13922E+11,9.87242E+11,9,0.075233938,1.08E+12
Jharkhand,SECONDARY SECTOR,2017,5.79946E+11,5.13922E+11,9.87242E+11,9,0.075233938,1.08E+12
Jharkhand,SECONDARY SECTOR,2018,6.7447E+11,5.13922E+11,9.87242E+11,9,0.075233938,1.08E+12
Jharkhand,SECONDARY SECTOR,2019,8.43358E+11,5.13922E+11,9.87242E+11,9,0.075233938,1.08E+12
Jharkhand,SECONDARY SECTOR,2020,7.84083E+11,5.13922E+11,9.87242E+11,9,0.075233938,1.08E+12
Jharkhand,SECONDARY SECTOR,2021,7.76096E+11,5.13922E+11,9.87242E+11,9,0.075233938,1.08E+12
Jharkhand,SECONDARY SECTOR,2022,9.87242E+11,5.13922E+11,9.87242E+11,9,0.075233938,1.08E+12
Jharkhand,SECONDARY SECTOR,2023,1.07892E+12,5.13922E+11,9.87242E+11,9,0.075233938,1.08E+12
Jharkhand,SECONDARY SECTOR,2024,1.16009E+12,5.13922E+11,9.87242E+11,9,0.075233938,1.08E+12
Jharkhand,TERTIARY SECTOR,2013,5.45449E+11,5.45449E+11,1.27527E+12,9,0.098963387,1.43E+12
Jharkhand,TERTIARY SECTOR,2014,6.13519E+11,5.45449E+11,1.27527E+12,9,0.098963387,1.43E+12
Jharkhand,TERTIARY SECTOR,2015,6.98529E+11,5.45449E+11,1.27527E+12,9,0.098963387,1.43E+12
Jharkhand,TERTIARY SECTOR,2016,7.49296E+11,5.45449E+11,1.27527E+12,9,0.098963387,1.43E+12
Jharkhand,TERTIARY SECTOR,2017,8.19279E+11,5.45449E+11,1.27527E+12,9,0.098963387,1.43E+12
Jharkhand,TERTIARY SECTOR,2018,9.29724E+11,5.45449E+11,1.27527E+12,9,0.098963387,1.43E+12
Jharkhand,TERTIARY SECTOR,2019,1.06608E+12,5.45449E+11,1.27527E+12,9,0.098963387,1.43E+12
Jharkhand,TERTIARY SECTOR,2020,1.15831E+12,5.45449E+11,1.27527E+12,9,0.098963387,1.43E+12
Jharkhand,TERTIARY SECTOR,2021,1.05943E+12,5.45449E+11,1.27527E+12,9,0.098963387,1.43E+12
Jharkhand,TERTIARY SECTOR,2022,1.27527E+12,5.45449E+11,1.27527E+12,9,0.098963387,1.43E+12
Jharkhand,TERTIARY SECTOR,2023,1.43128E+12,5.45449E+11,1.27527E+12,9,0.098963387,1.43E+12
Jharkhand,TERTIARY SECTOR,2024,1.57292E+12,5.45449E+11,1.27527E+12,9,0.098963387,1.43E+12
Karnataka,PRIMARY SECTOR,2013,7.86823E+11,7.86823E+11,2.67872E+12,9,0.145820764,2.80E+12
Karnataka,PRIMARY SECTOR,2014,9.42617E+11,7.86823E+11,2.67872E+12,9,0.145820764,2.80E+12
Karnataka,PRIMARY SECTOR,2015,1.08214E+12,7.86823E+11,2.67872E+12,9,0.145820764,2.80E+12
Karnataka,PRIMARY SECTOR,2016,1.09059E+12,7.86823E+11,2.67872E+12,9,0.145820764,2.80E+12
Karnataka,PRIMARY SECTOR,2017,1.15717E+12,7.86823E+11,2.67872E+12,9,0.145820764,2.80E+12
Karnataka,PRIMARY SECTOR,2018,1.47838E+12,7.86823E+11,2.67872E+12,9,0.145820764,2.80E+12
Karnataka,PRIMARY SECTOR,2019,1.49748E+12,7.86823E+11,2.67872E+12,9,0.145820764,2.80E+12
Karnataka,PRIMARY SECTOR,2020,1.78619E+12,7.86823E+11,2.67872E+12,9,0.145820764,2.80E+12
Karnataka,PRIMARY SECTOR,2021,2.25245E+12,7.86823E+11,2.67872E+12,9,0.145820764,2.80E+12
Karnataka,PRIMARY SECTOR,2022,2.67872E+12,7.86823E+11,2.67872E+12,9,0.145820764,2.80E+12
Karnataka,PRIMARY SECTOR,2023,2.80032E+12,7.86823E+11,2.67872E+12,9,0.145820764,2.80E+12
Karnataka,PRIMARY SECTOR,2024,2.96396E+12,7.86823E+11,2.67872E+12,9,0.145820764,2.80E+12
Karnataka,SECONDARY SECTOR,2013,1.50086E+12,1.50086E+12,3.31801E+12,9,0.09214944,3.70E+12
Karnataka,SECONDARY SECTOR,2014,1.63881E+12,1.50086E+12,3.31801E+12,9,0.09214944,3.70E+12
Karnataka,SECONDARY SECTOR,2015,1.68122E+12,1.50086E+12,3.31801E+12,9,0.09214944,3.70E+12
Karnataka,SECONDARY SECTOR,2016,1.92229E+12,1.50086E+12,3.31801E+12,9,0.09214944,3.70E+12
Karnataka,SECONDARY SECTOR,2017,2.33083E+12,1.50086E+12,3.31801E+12,9,0.09214944,3.70E+12
Karnataka,SECONDARY SECTOR,2018,2.49583E+12,1.50086E+12,3.31801E+12,9,0.09214944,3.70E+12
Karnataka,SECONDARY SECTOR,2019,2.79039E+12,1.50086E+12,3.31801E+12,9,0.09214944,3.70E+12
Karnataka,SECONDARY SECTOR,2020,2.68047E+12,1.50086E+12,3.31801E+12,9,0.09214944,3.70E+12
Karnataka,SECONDARY SECTOR,2021,2.64121E+12,1.50086E+12,3.31801E+12,9,0.09214944,3.70E+12
Karnataka,SECONDARY SECTOR,2022,3.31801E+12,1.50086E+12,3.31801E+12,9,0.09214944,3.70E+12
Karnataka,SECONDARY SECTOR,2023,3.70024E+12,1.50086E+12,3.31801E+12,9,0.09214944,3.70E+12
Karnataka,SECONDARY SECTOR,2024,3.95258E+12,1.50086E+12,3.31801E+12,9,0.09214944,3.70E+12
Karnataka,TERTIARY SECTOR,2013,3.43301E+12,3.43301E+12,1.036E+13,9,0.130572101,1.21E+13
Karnataka,TERTIARY SECTOR,2014,4.12133E+12,3.43301E+12,1.036E+13,9,0.130572101,1.21E+13
Karnataka,TERTIARY SECTOR,2015,4.66839E+12,3.43301E+12,1.036E+13,9,0.130572101,1.21E+13
Karnataka,TERTIARY SECTOR,2016,5.47079E+12,3.43301E+12,1.036E+13,9,0.130572101,1.21E+13
Karnataka,TERTIARY SECTOR,2017,6.29623E+12,3.43301E+12,1.036E+13,9,0.130572101,1.21E+13
Karnataka,TERTIARY SECTOR,2018,6.77531E+12,3.43301E+12,1.036E+13,9,0.130572101,1.21E+13
Karnataka,TERTIARY SECTOR,2019,7.76539E+12,3.43301E+12,1.036E+13,9,0.130572101,1.21E+13
Karnataka,TERTIARY SECTOR,2020,8.82789E+12,3.43301E+12,1.036E+13,9,0.130572101,1.21E+13
Karnataka,TERTIARY SECTOR,2021,8.55499E+12,3.43301E+12,1.036E+13,9,0.130572101,1.21E+13
Karnataka,TERTIARY SECTOR,2022,1.036E+13,3.43301E+12,1.036E+13,9,0.130572101,1.21E+13
Karnataka,TERTIARY SECTOR,2023,1.21191E+13,3.43301E+12,1.036E+13,9,0.130572101,1.21E+13
Karnataka,TERTIARY SECTOR,2024,1.36678E+13,3.43301E+12,1.036E+13,9,0.130572101,1.21E+13
Kerala,PRIMARY SECTOR,2013,4.32507E+11,4.32507E+11,6.99148E+11,9,0.054812063,7.33E+11
Kerala,PRIMARY SECTOR,2014,4.74804E+11,4.32507E+11,6.99148E+11,9,0.054812063,7.33E+11
Kerala,PRIMARY SECTOR,2015,5.38705E+11,4.32507E+11,6.99148E+11,9,0.054812063,7.33E+11
Kerala,PRIMARY SECTOR,2016,5.24291E+11,4.32507E+11,6.99148E+11,9,0.054812063,7.33E+11
Kerala,PRIMARY SECTOR,2017,5.72347E+11,4.32507E+11,6.99148E+11,9,0.054812063,7.33E+11
Kerala,PRIMARY SECTOR,2018,6.20019E+11,4.32507E+11,6.99148E+11,9,0.054812063,7.33E+11
Kerala,PRIMARY SECTOR,2019,6.31076E+11,4.32507E+11,6.99148E+11,9,0.054812063,7.33E+11
Kerala,PRIMARY SECTOR,2020,6.47872E+11,4.32507E+11,6.99148E+11,9,0.054812063,7.33E+11
Kerala,PRIMARY SECTOR,2021,6.72026E+11,4.32507E+11,6.99148E+11,9,0.054812063,7.33E+11
Kerala,PRIMARY SECTOR,2022,6.99148E+11,4.32507E+11,6.99148E+11,9,0.054812063,7.33E+11
Kerala,PRIMARY SECTOR,2023,7.3343E+11,4.32507E+11,6.99148E+11,9,0.054812063,7.33E+11
Kerala,PRIMARY SECTOR,2024,7.73631E+11,4.32507E+11,6.99148E+11,9,0.054812063,7.33E+11
Kerala,SECONDARY SECTOR,2013,9.192E+11,9.192E+11,1.77681E+12,9,0.075977918,2.05E+12
Kerala,SECONDARY SECTOR,2014,9.96365E+11,9.192E+11,1.77681E+12,9,0.075977918,2.05E+12
Kerala,SECONDARY SECTOR,2015,1.05927E+12,9.192E+11,1.77681E+12,9,0.075977918,2.05E+12
Kerala,SECONDARY SECTOR,2016,1.14446E+12,9.192E+11,1.77681E+12,9,0.075977918,2.05E+12
Kerala,SECONDARY SECTOR,2017,1.29761E+12,9.192E+11,1.77681E+12,9,0.075977918,2.05E+12
Kerala,SECONDARY SECTOR,2018,1.43086E+12,9.192E+11,1.77681E+12,9,0.075977918,2.05E+12
Kerala,SECONDARY SECTOR,2019,1.53309E+12,9.192E+11,1.77681E+12,9,0.075977918,2.05E+12
Kerala,SECONDARY SECTOR,2020,1.49126E+12,9.192E+11,1.77681E+12,9,0.075977918,2.05E+12
Kerala,SECONDARY SECTOR,2021,1.46095E+12,9.192E+11,1.77681E+12,9,0.075977918,2.05E+12
Kerala,SECONDARY SECTOR,2022,1.77681E+12,9.192E+11,1.77681E+12,9,0.075977918,2.05E+12
Kerala,SECONDARY SECTOR,2023,2.04777E+12,9.192E+11,1.77681E+12,9,0.075977918,2.05E+12
Kerala,SECONDARY SECTOR,2024,2.20336E+12,9.192E+11,1.77681E+12,9,0.075977918,2.05E+12
Kerala,TERTIARY SECTOR,2013,2.05183E+12,2.05183E+12,4.73106E+12,9,0.097268538,5.34E+12
Kerala,TERTIARY SECTOR,2014,2.34207E+12,2.05183E+12,4.73106E+12,9,0.097268538,5.34E+12
Kerala,TERTIARY SECTOR,2015,2.60062E+12,2.05183E+12,4.73106E+12,9,0.097268538,5.34E+12
Kerala,TERTIARY SECTOR,2016,2.86179E+12,2.05183E+12,4.73106E+12,9,0.097268538,5.34E+12
Kerala,TERTIARY SECTOR,2017,3.18956E+12,2.05183E+12,4.73106E+12,9,0.097268538,5.34E+12
Kerala,TERTIARY SECTOR,2018,3.60302E+12,2.05183E+12,4.73106E+12,9,0.097268538,5.34E+12
Kerala,TERTIARY SECTOR,2019,4.03641E+12,2.05183E+12,4.73106E+12,9,0.097268538,5.34E+12
Kerala,TERTIARY SECTOR,2020,4.31067E+12,2.05183E+12,4.73106E+12,9,0.097268538,5.34E+12
Kerala,TERTIARY SECTOR,2021,3.8157E+12,2.05183E+12,4.73106E+12,9,0.097268538,5.34E+12
Kerala,TERTIARY SECTOR,2022,4.73106E+12,2.05183E+12,4.73106E+12,9,0.097268538,5.34E+12
Kerala,TERTIARY SECTOR,2023,5.3444E+12,2.05183E+12,4.73106E+12,9,0.097268538,5.34E+12
Kerala,TERTIARY SECTOR,2024,5.86424E+12,2.05183E+12,4.73106E+12,9,0.097268538,5.34E+12
Madhya Pradesh,PRIMARY SECTOR,2013,1.31738E+12,1.31738E+12,4.69355E+12,9,0.151621993,5.06E+12
Madhya Pradesh,PRIMARY SECTOR,2014,1.55443E+12,1.31738E+12,4.69355E+12,9,0.151621993,5.06E+12
Madhya Pradesh,PRIMARY SECTOR,2015,1.69708E+12,1.31738E+12,4.69355E+12,9,0.151621993,5.06E+12
Madhya Pradesh,PRIMARY SECTOR,2016,1.83168E+12,1.31738E+12,4.69355E+12,9,0.151621993,5.06E+12
Madhya Pradesh,PRIMARY SECTOR,2017,2.49086E+12,1.31738E+12,4.69355E+12,9,0.151621993,5.06E+12
Madhya Pradesh,PRIMARY SECTOR,2018,2.82523E+12,1.31738E+12,4.69355E+12,9,0.151621993,5.06E+12
Madhya Pradesh,PRIMARY SECTOR,2019,3.09105E+12,1.31738E+12,4.69355E+12,9,0.151621993,5.06E+12
Madhya Pradesh,PRIMARY SECTOR,2020,3.72946E+12,1.31738E+12,4.69355E+12,9,0.151621993,5.06E+12
Madhya Pradesh,PRIMARY SECTOR,2021,4.13797E+12,1.31738E+12,4.69355E+12,9,0.151621993,5.06E+12
Madhya Pradesh,PRIMARY SECTOR,2022,4.69355E+12,1.31738E+12,4.69355E+12,9,0.151621993,5.06E+12
Madhya Pradesh,PRIMARY SECTOR,2023,5.05528E+12,1.31738E+12,4.69355E+12,9,0.151621993,5.06E+12
Madhya Pradesh,PRIMARY SECTOR,2024,5.55206E+12,1.31738E+12,4.69355E+12,9,0.151621993,5.06E+12
Madhya Pradesh,SECONDARY SECTOR,2013,6.29612E+11,6.29612E+11,1.61224E+12,9,0.110128015,1.82E+12
Madhya Pradesh,SECONDARY SECTOR,2014,7.44715E+11,6.29612E+11,1.61224E+12,9,0.110128015,1.82E+12
Madhya Pradesh,SECONDARY SECTOR,2015,7.98041E+11,6.29612E+11,1.61224E+12,9,0.110128015,1.82E+12
Madhya Pradesh,SECONDARY SECTOR,2016,9.51097E+11,6.29612E+11,1.61224E+12,9,0.110128015,1.82E+12
Madhya Pradesh,SECONDARY SECTOR,2017,1.03988E+12,6.29612E+11,1.61224E+12,9,0.110128015,1.82E+12
Madhya Pradesh,SECONDARY SECTOR,2018,1.1945E+12,6.29612E+11,1.61224E+12,9,0.110128015,1.82E+12
Madhya Pradesh,SECONDARY SECTOR,2019,1.51555E+12,6.29612E+11,1.61224E+12,9,0.110128015,1.82E+12
Madhya Pradesh,SECONDARY SECTOR,2020,1.38334E+12,6.29612E+11,1.61224E+12,9,0.110128015,1.82E+12
Madhya Pradesh,SECONDARY SECTOR,2021,1.31683E+12,6.29612E+11,1.61224E+12,9,0.110128015,1.82E+12
Madhya Pradesh,SECONDARY SECTOR,2022,1.61224E+12,6.29612E+11,1.61224E+12,9,0.110128015,1.82E+12
Madhya Pradesh,SECONDARY SECTOR,2023,1.82323E+12,6.29612E+11,1.61224E+12,9,0.110128015,1.82E+12
Madhya Pradesh,SECONDARY SECTOR,2024,1.92944E+12,6.29612E+11,1.61224E+12,9,0.110128015,1.82E+12
Madhya Pradesh,TERTIARY SECTOR,2013,1.24732E+12,1.24732E+12,3.04588E+12,9,0.10428619,3.71E+12
Madhya Pradesh,TERTIARY SECTOR,2014,1.40527E+12,1.24732E+12,3.04588E+12,9,0.10428619,3.71E+12
Madhya Pradesh,TERTIARY SECTOR,2015,1.55776E+12,1.24732E+12,3.04588E+12,9,0.10428619,3.71E+12
Madhya Pradesh,TERTIARY SECTOR,2016,1.74864E+12,1.24732E+12,3.04588E+12,9,0.10428619,3.71E+12
Madhya Pradesh,TERTIARY SECTOR,2017,1.95388E+12,1.24732E+12,3.04588E+12,9,0.10428619,3.71E+12
Madhya Pradesh,TERTIARY SECTOR,2018,2.1596E+12,1.24732E+12,3.04588E+12,9,0.10428619,3.71E+12
Madhya Pradesh,TERTIARY SECTOR,2019,2.47964E+12,1.24732E+12,3.04588E+12,9,0.10428619,3.71E+12
Madhya Pradesh,TERTIARY SECTOR,2020,2.75281E+12,1.24732E+12,3.04588E+12,9,0.10428619,3.71E+12
Madhya Pradesh,TERTIARY SECTOR,2021,2.59871E+12,1.24732E+12,3.04588E+12,9,0.10428619,3.71E+12
Madhya Pradesh,TERTIARY SECTOR,2022,3.04588E+12,1.24732E+12,3.04588E+12,9,0.10428619,3.71E+12
Madhya Pradesh,TERTIARY SECTOR,2023,3.71117E+12,1.24732E+12,3.04588E+12,9,0.10428619,3.71E+12
Madhya Pradesh,TERTIARY SECTOR,2024,4.04844E+12,1.24732E+12,3.04588E+12,9,0.10428619,3.71E+12
Maharashtra,PRIMARY SECTOR,2013,2.07056E+12,2.07056E+12,4.1479E+12,9,0.080255759,4.48079E+12
Maharashtra,PRIMARY SECTOR,2014,2.25049E+12,2.07056E+12,4.1479E+12,9,0.080255759,4.48079E+12
Maharashtra,PRIMARY SECTOR,2015,2.12214E+12,2.07056E+12,4.1479E+12,9,0.080255759,4.48079E+12
Maharashtra,PRIMARY SECTOR,2016,2.26755E+12,2.07056E+12,4.1479E+12,9,0.080255759,4.48079E+12
Maharashtra,PRIMARY SECTOR,2017,2.82239E+12,2.07056E+12,4.1479E+12,9,0.080255759,4.48079E+12
Maharashtra,PRIMARY SECTOR,2018,2.81063E+12,2.07056E+12,4.1479E+12,9,0.080255759,4.48079E+12
Maharashtra,PRIMARY SECTOR,2019,2.80065E+12,2.07056E+12,4.1479E+12,9,0.080255759,4.48079E+12
Maharashtra,PRIMARY SECTOR,2020,3.21183E+12,2.07056E+12,4.1479E+12,9,0.080255759,4.48079E+12
Maharashtra,PRIMARY SECTOR,2021,3.48341E+12,2.07056E+12,4.1479E+12,9,0.080255759,4.48079E+12
Maharashtra,PRIMARY SECTOR,2022,4.1479E+12,2.07056E+12,4.1479E+12,9,0.080255759,4.48079E+12
Maharashtra,PRIMARY SECTOR,2023,4.48079E+12,2.07056E+12,4.1479E+12,9,0.080255759,4.48079E+12
Maharashtra,PRIMARY SECTOR,2024,4.8404E+12,2.07056E+12,4.1479E+12,9,0.080255759,4.48079E+12
Maharashtra,SECONDARY SECTOR,2013,3.35175E+12,3.35175E+12,5.80174E+12,9,0.062860508,6.16644E+12
Maharashtra,SECONDARY SECTOR,2014,3.9254E+12,3.35175E+12,5.80174E+12,9,0.062860508,6.16644E+12
Maharashtra,SECONDARY SECTOR,2015,4.14161E+12,3.35175E+12,5.80174E+12,9,0.062860508,6.16644E+12
Maharashtra,SECONDARY SECTOR,2016,4.45398E+12,3.35175E+12,5.80174E+12,9,0.062860508,6.16644E+12
Maharashtra,SECONDARY SECTOR,2017,4.58676E+12,3.35175E+12,5.80174E+12,9,0.062860508,6.16644E+12
Maharashtra,SECONDARY SECTOR,2018,5.00083E+12,3.35175E+12,5.80174E+12,9,0.062860508,6.16644E+12
Maharashtra,SECONDARY SECTOR,2019,5.06406E+12,3.35175E+12,5.80174E+12,9,0.062860508,6.16644E+12
Maharashtra,SECONDARY SECTOR,2020,4.57469E+12,3.35175E+12,5.80174E+12,9,0.062860508,6.16644E+12
Maharashtra,SECONDARY SECTOR,2021,4.57216E+12,3.35175E+12,5.80174E+12,9,0.062860508,6.16644E+12
Maharashtra,SECONDARY SECTOR,2022,5.80174E+12,3.35175E+12,5.80174E+12,9,0.062860508,6.16644E+12
Maharashtra,SECONDARY SECTOR,2023,6.16644E+12,3.35175E+12,5.80174E+12,9,0.062860508,6.16644E+12
Maharashtra,SECONDARY SECTOR,2024,6.55407E+12,3.35175E+12,5.80174E+12,9,0.062860508,6.16644E+12
Maharashtra,TERTIARY SECTOR,2013,5.75361E+12,5.75361E+12,1.35697E+13,9,0.100027331,1.49271E+13
Maharashtra,TERTIARY SECTOR,2014,6.50453E+12,5.75361E+12,1.35697E+13,9,0.100027331,1.49271E+13
Maharashtra,TERTIARY SECTOR,2015,7.34641E+12,5.75361E+12,1.35697E+13,9,0.100027331,1.49271E+13
Maharashtra,TERTIARY SECTOR,2016,8.17418E+12,5.75361E+12,1.35697E+13,9,0.100027331,1.49271E+13
Maharashtra,TERTIARY SECTOR,2017,9.24159E+12,5.75361E+12,1.35697E+13,9,0.100027331,1.49271E+13
Maharashtra,TERTIARY SECTOR,2018,1.0117E+13,5.75361E+12,1.35697E+13,9,0.100027331,1.49271E+13
Maharashtra,TERTIARY SECTOR,2019,1.12649E+13,5.75361E+12,1.35697E+13,9,0.100027331,1.49271E+13
Maharashtra,TERTIARY SECTOR,2020,1.24731E+13,5.75361E+12,1.35697E+13,9,0.100027331,1.49271E+13
Maharashtra,TERTIARY SECTOR,2021,1.16995E+13,5.75361E+12,1.35697E+13,9,0.100027331,1.49271E+13
Maharashtra,TERTIARY SECTOR,2022,1.35697E+13,5.75361E+12,1.35697E+13,9,0.100027331,1.49271E+13
Maharashtra,TERTIARY SECTOR,2023,1.49271E+13,5.75361E+12,1.35697E+13,9,0.100027331,1.49271E+13
Maharashtra,TERTIARY SECTOR,2024,1.64202E+13,5.75361E+12,1.35697E+13,9,0.100027331,1.49271E+13
Manipur,PRIMARY SECTOR,2013,27187576000,27187576000,87236000000,9,0.138304261,99301110554
Manipur,PRIMARY SECTOR,2014,31988366000,27187576000,87236000000,9,0.138304261,99301110554
Manipur,PRIMARY SECTOR,2015,36919100000,27187576000,87236000000,9,0.138304261,99301110554
Manipur,PRIMARY SECTOR,2016,36450600000,27187576000,87236000000,9,0.138304261,99301110554
Manipur,PRIMARY SECTOR,2017,38448400000,27187576000,87236000000,9,0.138304261,99301110554
Manipur,PRIMARY SECTOR,2018,63673800000,27187576000,87236000000,9,0.138304261,99301110554
Manipur,PRIMARY SECTOR,2019,68589200000,27187576000,87236000000,9,0.138304261,99301110554
Manipur,PRIMARY SECTOR,2020,71512800000,27187576000,87236000000,9,0.138304261,99301110554
Manipur,PRIMARY SECTOR,2021,75531400000,27187576000,87236000000,9,0.138304261,99301110554
Manipur,PRIMARY SECTOR,2022,87236000000,27187576000,87236000000,9,0.138304261,99301110554
Manipur,PRIMARY SECTOR,2023,99301110554,27187576000,87236000000,9,0.138304261,99301110554
Manipur,PRIMARY SECTOR,2024,1.13035E+11,27187576000,87236000000,9,0.138304261,99301110554
Manipur,SECONDARY SECTOR,2013,16295400000,16295400000,23897600000,9,0.043461872,24936234436
Manipur,SECONDARY SECTOR,2014,18120300000,16295400000,23897600000,9,0.043461872,24936234436
Manipur,SECONDARY SECTOR,2015,23456000000,16295400000,23897600000,9,0.043461872,24936234436
Manipur,SECONDARY SECTOR,2016,26240800000,16295400000,23897600000,9,0.043461872,24936234436
Manipur,SECONDARY SECTOR,2017,25631300000,16295400000,23897600000,9,0.043461872,24936234436
Manipur,SECONDARY SECTOR,2018,29894000000,16295400000,23897600000,9,0.043461872,24936234436
Manipur,SECONDARY SECTOR,2019,21720600000,16295400000,23897600000,9,0.043461872,24936234436
Manipur,SECONDARY SECTOR,2020,20536600000,16295400000,23897600000,9,0.043461872,24936234436
Manipur,SECONDARY SECTOR,2021,19133600000,16295400000,23897600000,9,0.043461872,24936234436
Manipur,SECONDARY SECTOR,2022,23897600000,16295400000,23897600000,9,0.043461872,24936234436
Manipur,SECONDARY SECTOR,2023,24936234436,16295400000,23897600000,9,0.043461872,24936234436
Manipur,SECONDARY SECTOR,2024,26020009870,16295400000,23897600000,9,0.043461872,24936234436
Manipur,TERTIARY SECTOR,2013,78212400000,78212400000,1.96795E+11,9,0.107966405,2.18043E+11
Manipur,TERTIARY SECTOR,2014,90862000000,78212400000,1.96795E+11,9,0.107966405,2.18043E+11
Manipur,TERTIARY SECTOR,2015,99750900000,78212400000,1.96795E+11,9,0.107966405,2.18043E+11
Manipur,TERTIARY SECTOR,2016,1.07265E+11,78212400000,1.96795E+11,9,0.107966405,2.18043E+11
Manipur,TERTIARY SECTOR,2017,1.18688E+11,78212400000,1.96795E+11,9,0.107966405,2.18043E+11
Manipur,TERTIARY SECTOR,2018,1.34504E+11,78212400000,1.96795E+11,9,0.107966405,2.18043E+11
Manipur,TERTIARY SECTOR,2019,1.47033E+11,78212400000,1.96795E+11,9,0.107966405,2.18043E+11
Manipur,TERTIARY SECTOR,2020,1.64482E+11,78212400000,1.96795E+11,9,0.107966405,2.18043E+11
Manipur,TERTIARY SECTOR,2021,1.58344E+11,78212400000,1.96795E+11,9,0.107966405,2.18043E+11
Manipur,TERTIARY SECTOR,2022,1.96795E+11,78212400000,1.96795E+11,9,0.107966405,2.18043E+11
Manipur,TERTIARY SECTOR,2023,2.18043E+11,78212400000,1.96795E+11,9,0.107966405,2.18043E+11
Manipur,TERTIARY SECTOR,2024,2.41584E+11,78212400000,1.96795E+11,9,0.107966405,2.18043E+11
Meghalaya,PRIMARY SECTOR,2013,40802839230,40802839230,78061865991,9,0.074744902,8.81E+10
Meghalaya,PRIMARY SECTOR,2014,47935776470,40802839230,78061865991,9,0.074744902,8.81E+10
Meghalaya,PRIMARY SECTOR,2015,44537900000,40802839230,78061865991,9,0.074744902,8.81E+10
Meghalaya,PRIMARY SECTOR,2016,55367567890,40802839230,78061865991,9,0.074744902,8.81E+10
Meghalaya,PRIMARY SECTOR,2017,57121300000,40802839230,78061865991,9,0.074744902,8.81E+10
Meghalaya,PRIMARY SECTOR,2018,59452100000,40802839230,78061865991,9,0.074744902,8.81E+10
Meghalaya,PRIMARY SECTOR,2019,59088600000,40802839230,78061865991,9,0.074744902,8.81E+10
Meghalaya,PRIMARY SECTOR,2020,61835847730,40802839230,78061865991,9,0.074744902,8.81E+10
Meghalaya,PRIMARY SECTOR,2021,70060517797,40802839230,78061865991,9,0.074744902,8.81E+10
Meghalaya,PRIMARY SECTOR,2022,78061865991,40802839230,78061865991,9,0.074744902,8.81E+10
Meghalaya,PRIMARY SECTOR,2023,88100000000,40802839230,78061865991,9,0.074744902,8.81E+10
Meghalaya,PRIMARY SECTOR,2024,97640000000,40802839230,78061865991,9,0.074744902,8.81E+10
Meghalaya,SECONDARY SECTOR,2013,59210196490,59210196490,54197781330,9,-0.00978006,6.16E+10
Meghalaya,SECONDARY SECTOR,2014,49023830580,59210196490,54197781330,9,-0.00978006,6.16E+10
Meghalaya,SECONDARY SECTOR,2015,46750214060,59210196490,54197781330,9,-0.00978006,6.16E+10
Meghalaya,SECONDARY SECTOR,2016,33157658460,59210196490,54197781330,9,-0.00978006,6.16E+10
Meghalaya,SECONDARY SECTOR,2017,35064821000,59210196490,54197781330,9,-0.00978006,6.16E+10
Meghalaya,SECONDARY SECTOR,2018,43427524080,59210196490,54197781330,9,-0.00978006,6.16E+10
Meghalaya,SECONDARY SECTOR,2019,44424272760,59210196490,54197781330,9,-0.00978006,6.16E+10
Meghalaya,SECONDARY SECTOR,2020,49006893070,59210196490,54197781330,9,-0.00978006,6.16E+10
